Date,Open,High,Low,Close,Adj Close,Volume
2013-10-28,17.948000,18.299999,17.805000,17.950001,17.950001,249708000
2013-11-04,18.006001,18.143499,17.094000,17.515499,17.515499,262620000
2013-11-11,17.529499,18.645000,17.284000,18.458500,18.458500,320590000
2013-11-18,18.514000,18.725000,18.022499,18.615499,18.615499,226876000
2013-11-25,18.691000,19.705000,18.659000,19.681000,19.681000,207448000
2013-12-02,19.950001,19.950001,19.068501,19.347500,19.347500,293268000
2013-12-09,19.405500,19.471001,18.975000,19.212000,19.212000,261972000
2013-12-16,19.251499,20.236000,19.155001,20.110001,20.110001,310916000
2013-12-23,20.184500,20.281500,19.812500,19.903999,19.903999,157906000
2013-12-30,19.970501,20.135500,19.622499,19.822001,19.822001,176632000
2014-01-06,19.792500,20.344500,19.421000,19.882999,19.882999,243712000
2014-01-13,19.899000,20.174500,19.422501,19.980499,19.980499,299392000
2014-01-20,20.150000,20.403000,19.363501,19.379999,19.379999,253328000
2014-01-27,19.525000,20.312500,17.888000,17.934500,17.934500,736846000
2014-02-03,17.948999,18.090000,16.886499,18.054001,18.054001,543906000
2014-02-10,18.080500,18.250000,17.316000,17.867500,17.867500,419094000
2014-02-17,17.764000,17.786501,17.219000,17.337999,17.337999,337378000
2014-02-24,17.259501,18.293501,17.164499,18.105000,18.105000,359802000
2014-03-03,17.937000,18.766500,17.724001,18.603001,18.603001,291148000
2014-03-10,18.634501,19.155500,18.180500,18.687000,18.687000,355994000
2014-03-17,18.785999,18.950001,17.920000,18.031000,18.031000,308116000
2014-03-24,18.004499,18.075001,16.544001,16.914499,16.914499,463862000
2014-03-31,17.120001,17.415001,15.780500,16.150000,16.150000,626140000
2014-04-07,16.049500,16.608999,15.475000,15.586500,15.586500,642516000
2014-04-14,15.883500,16.433001,15.275000,16.245501,16.245501,365524000
2014-04-21,16.198500,16.875000,15.135500,15.191500,15.191500,715790000
2014-04-28,15.200000,15.664500,14.400000,15.400500,15.400500,668028000
2014-05-05,15.318500,15.511500,14.219000,14.612000,14.612000,442572000
2014-05-12,14.715000,15.280000,14.519000,14.885000,14.885000,369894000
2014-05-19,14.788000,15.617500,14.690500,15.612000,15.612000,308368000
2014-05-26,15.720500,15.743500,15.369000,15.627500,15.627500,284276000
2014-06-02,15.629500,16.544001,15.192000,16.483500,16.483500,394608000
2014-06-09,16.578501,17.035999,16.176500,16.313499,16.313499,367070000
2014-06-16,16.243000,16.945000,16.021000,16.209999,16.209999,463000000
2014-06-23,16.166500,16.486500,16.070499,16.228500,16.228500,253498000
2014-06-30,16.249001,16.915001,16.112000,16.874500,16.874500,209410000
2014-07-07,16.875000,17.350000,16.070000,17.309999,17.309999,410648000
2014-07-14,17.351500,17.983999,17.268000,17.933001,17.933001,406556000
2014-07-21,17.905001,18.242500,15.738000,16.200500,16.200500,655796000
2014-07-28,16.212500,16.240999,15.229500,15.353000,15.353000,508366000
2014-08-04,15.442000,15.866000,15.425000,15.840000,15.840000,299828000
2014-08-11,15.924000,16.750000,15.844000,16.681499,16.681499,332812000
2014-08-18,16.774000,16.889999,16.540001,16.579500,16.579500,203840000
2014-08-25,16.660500,17.333500,16.635500,16.952000,16.952000,255324000
2014-09-01,16.999001,17.469000,16.858000,17.319000,17.319000,207846000
2014-09-08,17.226999,17.290501,16.319500,16.559500,16.559500,350980000
2014-09-15,16.545500,16.638000,15.950000,16.566000,16.566000,417188000
2014-09-22,16.424500,16.474501,15.882000,16.160500,16.160500,293426000
2014-09-29,16.025000,16.257999,15.565500,16.136999,16.136999,284824000
2014-10-06,16.174999,16.206499,15.569000,15.569500,15.569500,307566000
2014-10-13,15.493500,15.660000,14.691500,15.182000,15.182000,444600000
2014-10-20,15.147500,15.949000,14.200000,14.353000,14.353000,775180000
2014-10-27,14.285000,15.286000,14.251000,15.273000,15.273000,500220000
2014-11-03,15.312000,15.400500,14.614500,14.993000,14.993000,354998000
2014-11-10,15.000000,16.643999,15.000000,16.391001,16.391001,427198000
2014-11-17,16.322001,16.916500,15.901500,16.631500,16.631500,390386000
2014-11-24,16.739000,17.063000,16.563999,16.931999,16.931999,207092000
2014-12-01,16.906000,17.032000,15.542000,15.631500,15.631500,399434000
2014-12-08,15.578500,15.828000,15.057000,15.366000,15.366000,347020000
2014-12-15,15.443500,15.543000,14.651500,14.995000,14.995000,624472000
2014-12-22,15.097000,15.539000,15.097000,15.454500,15.454500,222502000
2014-12-29,15.392500,15.737500,15.329000,15.426000,15.426000,198664000
2015-01-05,15.350500,15.419000,14.619000,14.846500,14.846500,292286000
2015-01-12,14.878000,15.075000,14.262500,14.537000,14.537000,419878000
2015-01-19,14.629500,15.846500,14.319500,15.619500,15.619500,459984000
2015-01-26,15.591000,17.975000,14.966500,17.726500,17.726500,833330000
2015-02-02,17.502501,18.940001,17.500500,18.714001,18.714001,635088000
2015-02-09,18.549999,19.150000,18.360001,19.091499,19.091499,281290000
2015-02-16,18.886000,19.184999,18.633499,19.183001,19.183001,250712000
2015-02-23,19.172001,19.468500,18.808001,19.007999,19.007999,249834000
2015-03-02,19.042500,19.421000,18.944000,19.004499,19.004499,233306000
2015-03-09,18.920000,18.966499,18.313000,18.528999,18.528999,266984000
2015-03-16,18.518999,18.968500,18.334999,18.924500,18.924500,254490000
2015-03-23,18.903500,19.088499,18.282499,18.528000,18.528000,268736000
2015-03-30,18.593500,18.885000,18.417000,18.612499,18.612499,173208000
2015-04-06,18.504999,19.356001,18.468000,19.132500,19.132500,252156000
2015-04-13,19.176500,19.390499,18.719999,18.778000,18.778000,246628000
2015-04-20,18.927500,22.632500,18.850000,22.254999,22.254999,765824000
2015-04-27,22.193001,22.349501,20.799999,21.143499,21.143499,408136000
2015-05-04,21.240000,21.760000,20.727501,21.684500,21.684500,267084000
2015-05-11,21.625500,21.950001,21.215000,21.299999,21.299999,249332000
2015-05-18,21.299999,21.844999,20.917999,21.381500,21.381500,263852000
2015-05-25,21.309999,21.625000,21.100000,21.461500,21.461500,188076000
2015-06-01,21.520000,21.919500,21.309999,21.347500,21.347500,221376000
2015-06-08,21.281000,21.944500,20.957001,21.496000,21.496000,232208000
2015-06-15,21.382999,22.249500,21.132000,21.746000,21.746000,288136000
2015-06-22,21.850000,22.351999,21.684500,21.905001,21.905001,251028000
2015-06-29,21.749001,22.000000,21.450001,21.885500,21.885500,173612000
2015-07-06,21.761499,22.236000,21.278500,22.175501,22.175501,248258000
2015-07-13,22.414499,24.271000,22.377001,24.150499,24.150499,414164000
2015-07-20,24.628500,29.028500,23.785000,26.471001,26.471001,846660000
2015-07-27,26.387501,27.247499,26.156000,26.807501,26.807501,465708000
2015-08-03,26.872499,27.136999,25.910500,26.131001,26.131001,332558000
2015-08-10,26.426001,26.733000,25.653000,26.576000,26.576000,282896000
2015-08-17,26.564501,26.974501,24.723499,24.723499,24.723499,361830000
2015-08-24,23.179001,26.134501,22.549999,25.900499,25.900499,619934000
2015-08-31,25.822001,25.970501,24.671499,24.950001,24.950001,328322000
2015-09-07,25.434500,26.497499,25.425501,26.472000,26.472000,279706000
2015-09-14,26.472000,27.348499,25.860001,27.013000,27.013000,371570000
2015-09-21,27.216499,27.489000,26.070000,26.212500,26.212500,337892000
2015-09-28,26.000999,26.629999,24.525000,26.627001,26.627001,445260000
2015-10-05,26.849501,27.575001,25.994499,26.990000,26.990000,398402000
2015-10-12,26.997999,28.547001,26.983999,28.538000,28.538000,370980000
2015-10-19,28.538000,30.972500,27.625999,29.951500,29.951500,610746000
2015-10-26,30.115000,31.535999,29.814501,31.295000,31.295000,395068000
2015-11-02,31.356501,33.112999,31.020500,32.968498,32.968498,394398000
2015-11-09,32.932499,33.798000,32.022499,32.117500,32.117500,469428000
2015-11-16,32.046001,33.643002,31.114500,33.422501,33.422501,496544000
